participant_id,gender,age_cat,year_of_study,major,treatment_pronoun,partner_gender_code,gender_matching,cars_correct,beauty_correct,selfbelief_cars,selfbelief_beauty,distort_self_cars,distort_self_beauty,overconfident_cars,overconfident_beauty,partner_cars_belief,partner_beauty_belief,partner_score_belief,partner_confidence,pref_domain_self,time_dummy_fast
186,Female,20-21,1,Economics,0,0,0,6,8,6.300000190734863,8.0,0.30000001192092896,0.0,1,0,7,7,14,53,Beauty,0
187,Female,18-19,2,Economics,0,0,0,7,8,7.300000190734863,9.899999618530273,0.30000001192092896,1.899999976158142,1,1,5,7,12,64,Beauty,0
188,Female,18-19,2,Other,0,0,0,7,9,6.0,9.100000381469727,-1.0,0.10000000149011612,0,1,5,5,10,62,Beauty,0
189,Female,18-19,2,Economics,1,1,2,8,7,7.300000190734863,7.599999904632568,-0.699999988079071,0.6000000238418579,0,1,6,7,13,68,Beauty,0
190,Female,18-19,1,Economics,1,2,1,6,8,4.099999904632568,9.699999809265137,-1.899999976158142,1.7000000476837158,0,1,5,8,13,56,Beauty,0
191,Male,18-19,2,Political Science,1,2,2,7,8,8.199999809265137,7.300000190734863,1.2000000476837158,-0.699999988079071,1,0,6,10,16,63,Cars,1
192,Female,20-21,4,Economics,0,0,0,6,6,5.099999904632568,6.5,-0.8999999761581421,0.5,0,1,7,6,13,68,Beauty,0
193,Male,20-21,3,Computer Science,1,2,2,7,6,7.5,4.900000095367432,0.5,-1.100000023841858,1,0,6,9,15,56,Cars,0
194,Female,18-19,4,Economics,0,0,0,5,6,3.5999999046325684,5.300000190734863,-1.399999976158142,-0.699999988079071,0,0,7,7,14,59,Beauty,0
195,Male,18-19,4,Psychology,1,1,1,5,7,6.800000190734863,5.300000190734863,1.7999999523162842,-1.7000000476837158,1,0,8,5,13,62,Cars,0
196,Female,22-23,4,Other,0,0,0,3,9,3.700000047683716,10.0,0.699999988079071,1.0,1,1,5,6,11,70,Beauty,0
197,Male,18-19,1,Other,0,0,0,6,5,8.0,4.800000190734863,2.0,-0.20000000298023224,1,0,7,7,14,56,Cars,0
198,Male,18-19,3,Other,0,0,0,5,3,6.800000190734863,2.799999952316284,1.7999999523162842,-0.20000000298023224,1,0,9,8,17,54,Cars,0
199,Female,20-21,1,Economics,1,1,2,6,6,4.5,7.699999809265137,-1.5,1.7000000476837158,0,1,7,6,13,74,Beauty,0
200,Female,18-19,1,Computer Science,0,0,0,5,8,4.5,8.5,-0.5,0.5,0,1,5,9,14,49,Beauty,0
201,Male,18-19,3,Psychology,1,2,2,8,5,8.899999618530273,3.4000000953674316,0.8999999761581421,-1.600000023841858,1,0,5,8,13,50,Cars,0
202,Female,18-19,3,Computer Science,0,0,0,4,8,3.9000000953674316,8.699999809265137,-0.10000000149011612,0.699999988079071,0,1,6,5,11,53,Beauty,0
203,Female,18-19,1,Other,1,2,1,6,9,5.5,10.0,-0.5,1.0,0,1,6,11,17,64,Beauty,0
204,Male,18-19,3,Political Science,1,2,2,5,7,6.300000190734863,5.599999904632568,1.2999999523162842,-1.399999976158142,1,0,5,11,16,54,Cars,0
205,Female,18-19,2,Economics,1,1,2,6,10,4.599999904632568,10.0,-1.399999976158142,0.0,0,0,7,6,13,62,Beauty,0
206,Female,20-21,1,Sociology,0,0,0,6,10,5.0,10.0,-1.0,0.0,0,0,8,7,15,53,Beauty,0
207,Male,18-19,1,Economics,0,0,0,6,7,7.099999904632568,5.199999809265137,1.100000023841858,-1.7999999523162842,1,0,7,7,14,68,Cars,0
208,Female,22-23,4,Psychology,0,0,0,2,10,2.5999999046325684,10.0,0.6000000238418579,0.0,1,0,7,7,14,52,Beauty,0
209,Male,20-21,2,Economics,1,1,1,6,3,8.0,3.299999952316284,2.0,0.30000001192092896,1,1,6,5,11,83,Cars,0
210,Female,20-21,4,Political Science,1,2,1,6,7,5.5,8.5,-0.5,1.5,0,1,4,9,13,57,Beauty,0
211,Female,18-19,1,Other,1,2,1,5,8,4.099999904632568,10.0,-0.8999999761581421,2.0,0,1,6,7,13,55,Beauty,0
212,Male,18-19,3,Psychology,0,0,0,8,7,9.300000190734863,5.099999904632568,1.2999999523162842,-1.899999976158142,1,0,7,7,14,65,Cars,0
213,Male,18-19,4,Economics,0,0,0,8,4,10.0,5.5,2.0,1.5,1,1,6,8,14,58,Cars,0
214,Male,18-19,1,Other,0,0,0,10,6,10.0,5.699999809265137,0.0,-0.30000001192092896,0,0,8,7,15,69,Cars,0
215,Male,18-19,2,Sociology,0,0,0,5,8,6.800000190734863,8.199999809265137,1.7999999523162842,0.20000000298023224,1,1,7,8,15,75,Beauty,0
216,Female,18-19,1,Other,1,2,1,7,8,6.0,10.0,-1.0,2.0,0,1,4,8,12,70,Beauty,0
217,Male,18-19,3,Economics,1,1,1,7,7,9.5,4.699999809265137,2.5,-2.299999952316284,1,0,7,5,12,72,Cars,0
218,Male,18-19,2,Economics,0,0,0,8,5,7.900000095367432,5.699999809265137,-0.10000000149011612,0.699999988079071,0,1,6,7,13,77,Cars,0
219,Female,18-19,4,Political Science,1,1,2,5,9,3.5999999046325684,10.0,-1.399999976158142,1.0,0,1,6,6,12,58,Beauty,0
220,Female,18-19,4,Psychology,0,0,0,6,7,5.300000190734863,7.599999904632568,-0.699999988079071,0.6000000238418579,0,1,5,6,11,65,Beauty,0
221,Female,18-19,3,Computer Science,0,0,0,4,8,4.0,8.699999809265137,0.0,0.699999988079071,0,1,5,7,12,66,Beauty,0
222,Female,18-19,1,Computer Science,1,2,1,6,9,6.0,10.0,0.0,1.0,0,1,6,9,15,72,Beauty,0
223,Male,18-19,2,Economics,1,2,2,5,4,6.699999809265137,3.5999999046325684,1.7000000476837158,-0.4000000059604645,1,0,5,7,12,80,Cars,0
224,Female,20-21,4,Political Science,1,2,1,5,10,3.299999952316284,10.0,-1.7000000476837158,0.0,0,0,5,8,13,71,Beauty,0
225,Male,18-19,4,Economics,1,1,1,5,8,6.800000190734863,6.599999904632568,1.7999999523162842,-1.399999976158142,1,0,8,6,14,80,Cars,0
226,Female,18-19,2,Psychology,0,0,0,7,8,6.599999904632568,7.5,-0.4000000059604645,-0.5,0,0,6,8,14,51,Beauty,0
227,Male,20-21,3,Economics,1,2,2,7,8,7.900000095367432,7.5,0.8999999761581421,-0.5,1,0,5,8,13,79,Cars,0
228,Female,18-19,4,Economics,1,2,1,7,8,5.5,8.800000190734863,-1.5,0.800000011920929,0,1,7,8,15,63,Beauty,0
229,Male,18-19,1,Other,0,0,0,8,8,9.399999618530273,7.800000190734863,1.399999976158142,-0.20000000298023224,1,0,7,8,15,69,Cars,0
230,Female,22-23,4,Psychology,0,0,0,5,8,4.5,9.600000381469727,-0.5,1.600000023841858,0,1,7,7,14,51,Beauty,0
231,Male,18-19,4,Other,0,0,0,6,8,8.199999809265137,6.699999809265137,2.200000047683716,-1.2999999523162842,1,0,8,7,15,69,Cars,0
232,Female,20-21,4,Psychology,1,2,1,6,7,5.5,8.699999809265137,-0.5,1.7000000476837158,0,1,7,8,15,55,Beauty,0
233,Male,22-23,4,Economics,1,2,2,8,3,8.899999618530273,2.4000000953674316,0.8999999761581421,-0.6000000238418579,1,0,6,8,14,64,Cars,0
234,Female,18-19,3,Political Science,1,1,2,4,8,3.200000047683716,9.600000381469727,-0.800000011920929,1.600000023841858,0,1,6,4,10,61,Beauty,0
235,Female,20-21,3,Economics,0,0,0,5,9,5.0,10.0,0.0,1.0,0,1,8,9,17,74,Beauty,0
236,Female,18-19,2,Sociology,0,0,0,6,10,4.599999904632568,10.0,-1.399999976158142,0.0,0,0,5,8,13,69,Beauty,0
237,Female,18-19,2,Economics,1,2,1,5,7,3.9000000953674316,8.5,-1.100000023841858,1.5,0,1,5,7,12,67,Beauty,0
238,Male,22-23,2,Other,1,1,1,8,4,8.5,4.699999809265137,0.5,0.699999988079071,1,1,8,5,13,91,Cars,0
239,Female,20-21,2,Computer Science,0,0,0,2,8,2.700000047683716,8.199999809265137,0.699999988079071,0.20000000298023224,1,1,5,6,11,63,Beauty,0
240,Female,18-19,3,Psychology,1,2,1,4,6,3.5999999046325684,7.800000190734863,-0.4000000059604645,1.7999999523162842,0,1,4,9,13,69,Beauty,0
241,Female,20-21,4,Economics,1,1,2,4,9,3.799999952316284,10.0,-0.20000000298023224,1.0,0,1,9,5,14,70,Beauty,0
242,Female,18-19,4,Economics,1,1,2,6,7,4.5,8.300000190734863,-1.5,1.2999999523162842,0,1,6,4,10,82,Beauty,0
243,Male,18-19,3,Computer Science,0,0,0,9,5,9.399999618530273,3.299999952316284,0.4000000059604645,-1.7000000476837158,1,0,7,8,15,60,Cars,0
244,Male,18-19,4,Economics,0,0,0,5,5,4.5,4.900000095367432,-0.5,-0.10000000149011612,0,0,7,8,15,60,Beauty,0
245,Male,18-19,1,Psychology,1,1,1,7,6,7.800000190734863,4.0,0.800000011920929,-2.0,1,0,6,6,12,93,Cars,1
246,Male,18-19,3,Psychology,1,1,1,7,4,8.5,2.9000000953674316,1.5,-1.100000023841858,1,0,6,5,11,66,Cars,0
247,Male,18-19,2,Psychology,0,0,0,6,6,5.599999904632568,4.599999904632568,-0.4000000059604645,-1.399999976158142,0,0,8,7,15,43,Cars,1
248,Male,18-19,3,Sociology,1,1,1,8,8,9.699999809265137,7.099999904632568,1.7000000476837158,-0.8999999761581421,1,0,7,7,14,80,Cars,1
249,Male,20-21,1,Computer Science,1,1,1,8,5,10.0,4.099999904632568,2.0,-0.8999999761581421,1,0,7,5,12,90,Cars,0
250,Male,18-19,2,Political Science,1,1,1,7,6,7.699999809265137,4.400000095367432,0.699999988079071,-1.600000023841858,1,0,8,5,13,58,Cars,0
251,Male,20-21,4,Political Science,1,2,2,9,4,10.0,3.299999952316284,1.0,-0.699999988079071,1,0,6,11,17,68,Cars,1
252,Female,18-19,2,Other,1,2,1,6,9,6.0,10.0,0.0,1.0,0,1,5,7,12,73,Beauty,0
253,Female,18-19,3,Economics,0,0,0,6,7,6.300000190734863,8.600000381469727,0.30000001192092896,1.600000023841858,1,1,6,8,14,54,Beauty,0
254,Male,18-19,1,Political Science,1,2,2,7,8,7.300000190734863,7.400000095367432,0.30000001192092896,-0.6000000238418579,1,0,4,10,14,75,Beauty,0
255,Male,20-21,4,Political Science,0,0,0,8,7,9.300000190734863,6.199999809265137,1.2999999523162842,-0.800000011920929,1,0,8,6,14,42,Cars,0
256,Male,18-19,4,Economics,1,1,1,6,8,8.199999809265137,6.5,2.200000047683716,-1.5,1,0,9,7,16,78,Cars,0
257,Male,18-19,4,Psychology,1,2,2,4,4,6.699999809265137,3.0999999046325684,2.700000047683716,-0.8999999761581421,1,0,5,10,15,68,Cars,0
258,Female,18-19,1,Psychology,0,0,0,7,8,7.199999809265137,10.0,0.20000000298023224,2.0,1,1,5,7,12,60,Beauty,0
259,Female,18-19,1,Political Science,1,2,1,3,9,3.5999999046325684,10.0,0.6000000238418579,1.0,1,1,5,9,14,77,Beauty,0
260,Male,18-19,2,Economics,1,2,2,5,7,7.199999809265137,5.199999809265137,2.200000047683716,-1.7999999523162842,1,0,3,9,12,58,Cars,0
261,Female,18-19,4,Psychology,1,1,2,6,8,4.699999809265137,9.300000190734863,-1.2999999523162842,1.2999999523162842,0,1,8,6,14,64,Beauty,1
262,Female,18-19,2,Economics,1,1,2,4,8,4.199999809265137,9.600000381469727,0.20000000298023224,1.600000023841858,1,1,9,6,15,68,Beauty,0
263,Male,18-19,1,Other,0,0,0,7,5,8.800000190734863,4.699999809265137,1.7999999523162842,-0.30000001192092896,1,0,6,7,13,64,Cars,0
264,Male,18-19,4,Computer Science,1,1,1,7,6,7.199999809265137,5.099999904632568,0.20000000298023224,-0.8999999761581421,1,0,8,4,12,66,Cars,0
265,Male,18-19,4,Political Science,0,0,0,8,6,7.5,4.900000095367432,-0.5,-1.100000023841858,0,0,8,9,17,57,Cars,1
266,Male,20-21,1,Political Science,0,0,0,5,8,6.800000190734863,8.100000381469727,1.7999999523162842,0.10000000149011612,1,1,8,7,15,68,Cars,0
267,Female,20-21,3,Political Science,0,0,0,4,8,3.9000000953674316,7.599999904632568,-0.10000000149011612,-0.4000000059604645,0,0,6,8,14,62,Beauty,0
268,Female,18-19,2,Other,1,2,1,4,10,3.0999999046325684,10.0,-0.8999999761581421,0.0,0,0,4,8,12,64,Beauty,0
269,Male,18-19,3,Other,0,0,0,6,8,7.900000095367432,7.300000190734863,1.899999976158142,-0.699999988079071,1,0,8,6,14,50,Cars,1
270,Female,18-19,4,Economics,1,2,1,4,6,3.200000047683716,7.199999809265137,-0.800000011920929,1.2000000476837158,0,1,5,8,13,78,Beauty,0
271,Female,18-19,2,Economics,1,1,2,7,7,6.5,8.100000381469727,-0.5,1.100000023841858,0,1,7,5,12,87,Beauty,0
272,Male,18-19,1,Political Science,1,1,1,5,4,5.400000095367432,3.200000047683716,0.4000000059604645,-0.800000011920929,1,0,9,7,16,60,Cars,0
273,Male,18-19,4,Economics,1,1,1,10,2,10.0,1.2000000476837158,0.0,-0.800000011920929,0,0,6,6,12,86,Cars,0
274,Female,22-23,4,Psychology,1,1,2,6,8,5.400000095367432,10.0,-0.6000000238418579,2.0,0,1,7,6,13,59,Beauty,1
275,Female,18-19,3,Psychology,1,1,2,4,8,4.099999904632568,9.899999618530273,0.10000000149011612,1.899999976158142,1,1,7,7,14,59,Beauty,0
276,Female,20-21,3,Computer Science,1,2,1,5,10,3.299999952316284,10.0,-1.7000000476837158,0.0,0,0,4,7,11,72,Beauty,0
277,Female,20-21,1,Computer Science,1,1,2,5,7,3.9000000953674316,9.399999618530273,-1.100000023841858,2.4000000953674316,0,1,6,6,12,75,Beauty,0
278,Male,20-21,4,Other,0,0,0,7,5,7.199999809265137,3.299999952316284,0.20000000298023224,-1.7000000476837158,1,0,5,7,12,60,Cars,0
279,Female,20-21,1,Economics,0,0,0,6,6,5.300000190734863,5.599999904632568,-0.699999988079071,-0.4000000059604645,0,0,7,8,15,73,Beauty,0
280,Male,18-19,4,Economics,1,2,2,7,8,8.199999809265137,7.699999809265137,1.2000000476837158,-0.30000001192092896,1,0,4,9,13,84,Cars,0
281,Female,20-21,2,Economics,0,0,0,7,8,7.5,8.800000190734863,0.5,0.800000011920929,1,1,4,9,13,46,Beauty,0
282,Male,18-19,3,Psychology,0,0,0,7,6,7.5,5.599999904632568,0.5,-0.4000000059604645,1,0,6,8,14,61,Cars,0
283,Female,18-19,4,Economics,0,0,0,5,6,3.5999999046325684,7.099999904632568,-1.399999976158142,1.100000023841858,0,1,5,9,14,64,Beauty,0
284,Female,20-21,4,Economics,0,0,0,6,7,6.099999904632568,8.300000190734863,0.10000000149011612,1.2999999523162842,1,1,6,6,12,70,Beauty,0
285,Female,18-19,3,Economics,1,1,2,5,8,3.200000047683716,9.199999809265137,-1.7999999523162842,1.2000000476837158,0,1,6,4,10,64,Beauty,0
286,Male,20-21,1,Psychology,0,0,0,7,6,7.699999809265137,5.5,0.699999988079071,-0.5,1,0,7,7,14,52,Cars,1
287,Female,18-19,4,Sociology,1,1,2,6,8,5.099999904632568,10.0,-0.8999999761581421,2.0,0,1,6,5,11,66,Beauty,0
288,Female,18-19,2,Economics,1,1,2,5,8,3.5,8.699999809265137,-1.5,0.699999988079071,0,1,5,6,11,60,Beauty,0
289,Female,18-19,1,Economics,1,2,1,6,7,4.300000190734863,8.899999618530273,-1.7000000476837158,1.899999976158142,0,1,6,9,15,68,Beauty,0
290,Male,18-19,2,Political Science,1,2,2,8,8,10.0,7.699999809265137,2.0,-0.30000001192092896,1,0,3,8,11,50,Cars,0
291,Male,20-21,3,Economics,1,2,2,4,4,6.400000095367432,2.9000000953674316,2.4000000953674316,-1.100000023841858,1,0,4,8,12,53,Cars,0
292,Female,20-21,1,Political Science,0,0,0,5,8,4.300000190734863,9.699999809265137,-0.699999988079071,1.7000000476837158,0,1,6,8,14,72,Beauty,0
293,Female,22-23,1,Economics,0,0,0,6,8,5.300000190734863,8.0,-0.699999988079071,0.0,0,0,7,9,16,60,Beauty,0
294,Male,18-19,2,Psychology,0,0,0,8,6,7.599999904632568,7.199999809265137,-0.4000000059604645,1.2000000476837158,0,1,7,9,16,67,Cars,0
295,Female,18-19,1,Computer Science,1,2,1,4,8,2.700000047683716,9.300000190734863,-1.2999999523162842,1.2999999523162842,0,1,4,8,12,62,Beauty,0
296,Female,18-19,2,Economics,1,1,2,3,9,2.4000000953674316,9.5,-0.6000000238418579,0.5,0,1,6,7,13,68,Beauty,1
297,Female,18-19,3,Psychology,1,2,1,5,10,3.299999952316284,10.0,-1.7000000476837158,0.0,0,0,5,8,13,58,Beauty,0
298,Male,18-19,2,Economics,1,1,1,7,4,8.899999618530273,2.9000000953674316,1.899999976158142,-1.100000023841858,1,0,6,6,12,88,Cars,0
299,Female,22-23,3,Psychology,1,2,1,3,8,3.5,9.600000381469727,0.5,1.600000023841858,1,1,5,10,15,70,Beauty,0
300,Male,18-19,1,Political Science,0,0,0,5,8,6.199999809265137,8.399999618530273,1.2000000476837158,0.4000000059604645,1,1,7,5,12,43,Cars,0
301,Male,20-21,4,Economics,1,1,1,6,5,8.0,3.299999952316284,2.0,-1.7000000476837158,1,0,6,6,12,73,Cars,0
302,Male,18-19,1,Other,0,0,0,8,6,8.100000381469727,6.400000095367432,0.10000000149011612,0.4000000059604645,1,1,6,9,15,50,Cars,0
303,Female,18-19,3,Political Science,1,2,1,6,8,5.400000095367432,9.600000381469727,-0.6000000238418579,1.600000023841858,0,1,5,8,13,68,Beauty,0
304,Male,20-21,4,Economics,0,0,0,5,6,6.300000190734863,4.5,1.2999999523162842,-1.5,1,0,5,8,13,43,Cars,0
305,Female,18-19,2,Economics,0,0,0,5,8,4.300000190734863,8.0,-0.699999988079071,0.0,0,0,4,7,11,67,Beauty,0
306,Male,18-19,3,Computer Science,0,0,0,6,8,5.300000190734863,7.900000095367432,-0.699999988079071,-0.10000000149011612,0,0,6,6,12,57,Beauty,0
307,Female,18-19,2,Computer Science,1,1,2,8,9,7.599999904632568,10.0,-0.4000000059604645,1.0,0,1,6,5,11,72,Beauty,0
308,Female,18-19,3,Political Science,0,0,0,4,8,3.299999952316284,9.5,-0.699999988079071,1.5,0,1,4,7,11,69,Beauty,1
309,Male,18-19,1,Other,1,2,2,6,4,7.400000095367432,2.9000000953674316,1.399999976158142,-1.100000023841858,1,0,5,10,15,42,Cars,0
310,Female,18-19,1,Political Science,0,0,0,7,8,5.800000190734863,10.0,-1.2000000476837158,2.0,0,1,4,9,13,45,Beauty,1
311,Male,22-23,1,Economics,0,0,0,7,4,7.199999809265137,4.800000190734863,0.20000000298023224,0.800000011920929,1,1,6,7,13,77,Cars,0
312,Male,20-21,2,Political Science,1,2,2,7,5,8.300000190734863,4.599999904632568,1.2999999523162842,-0.4000000059604645,1,0,3,11,14,51,Cars,0
313,Male,18-19,1,Computer Science,0,0,0,9,3,10.0,4.099999904632568,1.0,1.100000023841858,1,1,9,5,14,64,Cars,0
314,Male,18-19,1,Other,0,0,0,5,6,4.699999809265137,4.199999809265137,-0.30000001192092896,-1.7999999523162842,0,0,8,7,15,72,Cars,1
315,Male,22-23,1,Economics,0,0,0,8,6,7.5,5.199999809265137,-0.5,-0.800000011920929,0,0,6,6,12,56,Cars,0
316,Female,20-21,4,Other,0,0,0,7,8,6.800000190734863,8.800000190734863,-0.20000000298023224,0.800000011920929,0,1,6,6,12,76,Beauty,0
317,Male,18-19,3,Economics,1,1,1,8,7,9.300000190734863,5.099999904632568,1.2999999523162842,-1.899999976158142,1,0,10,5,15,81,Cars,0
318,Male,18-19,1,Other,0,0,0,6,5,7.900000095367432,3.0999999046325684,1.899999976158142,-1.899999976158142,1,0,6,7,13,62,Cars,0
319,Male,20-21,1,Psychology,0,0,0,8,5,8.0,4.599999904632568,0.0,-0.4000000059604645,0,0,6,7,13,55,Cars,0
320,Female,20-21,2,Other,1,1,2,4,7,3.0999999046325684,8.300000190734863,-0.8999999761581421,1.2999999523162842,0,1,8,7,15,61,Beauty,1
321,Male,18-19,4,Computer Science,0,0,0,8,6,7.699999809265137,6.300000190734863,-0.30000001192092896,0.30000001192092896,0,1,5,8,13,48,Cars,0
322,Male,18-19,1,Economics,0,0,0,6,7,5.5,5.300000190734863,-0.5,-1.7000000476837158,0,0,7,6,13,52,Cars,0
323,Female,20-21,1,Economics,0,0,0,7,8,7.300000190734863,7.900000095367432,0.30000001192092896,-0.10000000149011612,1,0,5,8,13,57,Beauty,0
324,Male,18-19,3,Computer Science,1,2,2,6,6,8.5,4.699999809265137,2.5,-1.2999999523162842,1,0,3,9,12,73,Cars,1
325,Female,22-23,4,Psychology,1,1,2,5,9,4.400000095367432,10.0,-0.6000000238418579,1.0,0,1,7,6,13,61,Beauty,0
326,Male,18-19,1,Psychology,0,0,0,5,5,4.300000190734863,3.9000000953674316,-0.699999988079071,-1.100000023841858,0,0,7,9,16,50,Cars,0
327,Female,18-19,1,Other,0,0,0,3,9,1.2000000476837158,10.0,-1.7999999523162842,1.0,0,1,6,9,15,63,Beauty,0
328,Male,18-19,1,Economics,0,0,0,6,8,5.400000095367432,6.699999809265137,-0.6000000238418579,-1.2999999523162842,0,0,5,6,11,64,Beauty,0
329,Female,18-19,1,Economics,1,1,2,6,8,5.099999904632568,9.0,-0.8999999761581421,1.0,0,1,6,5,11,75,Beauty,0
330,Female,18-19,4,Computer Science,0,0,0,5,8,4.699999809265137,8.199999809265137,-0.30000001192092896,0.20000000298023224,0,1,4,6,10,67,Beauty,0
331,Male,20-21,3,Economics,0,0,0,8,5,8.0,3.799999952316284,0.0,-1.2000000476837158,0,0,5,8,13,60,Cars,0
332,Female,20-21,1,Economics,0,0,0,7,9,7.300000190734863,9.699999809265137,0.30000001192092896,0.699999988079071,1,1,8,8,16,50,Beauty,0
333,Male,20-21,1,Other,1,2,2,7,5,8.5,4.599999904632568,1.5,-0.4000000059604645,1,0,4,10,14,58,Cars,0
334,Female,18-19,4,Political Science,1,2,1,6,8,4.5,10.0,-1.5,2.0,0,1,5,9,14,66,Beauty,0
335,Female,18-19,3,Psychology,1,2,1,5,8,4.099999904632568,10.0,-0.8999999761581421,2.0,0,1,5,9,14,67,Beauty,0
336,Female,20-21,1,Psychology,1,1,2,6,9,4.400000095367432,10.0,-1.600000023841858,1.0,0,1,8,6,14,82,Beauty,0
337,Male,18-19,2,Economics,1,1,1,7,4,9.399999618530273,3.0999999046325684,2.4000000953674316,-0.8999999761581421,1,0,8,4,12,71,Cars,0
338,Male,18-19,1,Psychology,0,0,0,7,5,8.100000381469727,4.0,1.100000023841858,-1.0,1,0,6,5,11,66,Cars,0
339,Female,18-19,1,Political Science,1,1,2,6,9,4.599999904632568,9.5,-1.399999976158142,0.5,0,1,6,4,10,61,Beauty,1
340,Male,18-19,3,Political Science,1,1,1,8,7,9.300000190734863,5.099999904632568,1.2999999523162842,-1.899999976158142,1,0,8,5,13,93,Cars,1
341,Female,18-19,3,Economics,1,1,2,7,8,6.800000190734863,8.600000381469727,-0.20000000298023224,0.6000000238418579,0,1,7,5,12,77,Beauty,0
342,Male,18-19,2,Psychology,1,1,1,10,6,10.0,4.699999809265137,0.0,-1.2999999523162842,0,0,9,3,12,63,Cars,0
343,Male,18-19,2,Economics,1,1,1,9,4,10.0,3.200000047683716,1.0,-0.800000011920929,1,0,9,7,16,68,Cars,1
344,Male,20-21,2,Economics,0,0,0,5,5,5.099999904632568,5.199999809265137,0.10000000149011612,0.20000000298023224,1,1,5,7,12,59,Beauty,1
345,Female,20-21,3,Psychology,1,1,2,4,7,3.0999999046325684,8.5,-0.8999999761581421,1.5,0,1,6,7,13,87,Beauty,0
346,Female,18-19,2,Computer Science,0,0,0,6,8,5.400000095367432,8.5,-0.6000000238418579,0.5,0,1,6,7,13,70,Beauty,0
347,Female,18-19,3,Economics,1,2,1,7,8,6.800000190734863,10.0,-0.20000000298023224,2.0,0,1,3,9,12,78,Beauty,0
348,Male,18-19,3,Political Science,1,1,1,6,3,7.5,1.899999976158142,1.5,-1.100000023841858,1,0,10,4,14,72,Cars,1
349,Female,20-21,4,Political Science,1,1,2,5,9,4.400000095367432,10.0,-0.6000000238418579,1.0,0,1,6,5,11,92,Beauty,0
350,Female,18-19,2,Psychology,1,2,1,6,9,4.400000095367432,10.0,-1.600000023841858,1.0,0,1,3,11,14,72,Beauty,0
351,Female,18-19,3,Economics,1,1,2,3,9,1.7000000476837158,9.600000381469727,-1.2999999523162842,0.6000000238418579,0,1,7,6,13,52,Beauty,0
352,Female,20-21,3,Psychology,1,2,1,7,8,5.5,10.0,-1.5,2.0,0,1,4,7,11,55,Beauty,0
353,Female,18-19,1,Political Science,1,2,1,5,8,4.099999904632568,10.0,-0.8999999761581421,2.0,0,1,5,9,14,59,Beauty,0
354,Male,18-19,1,Psychology,1,2,2,7,8,8.199999809265137,7.699999809265137,1.2000000476837158,-0.30000001192092896,1,0,5,11,16,74,Cars,0
355,Male,18-19,1,Computer Science,0,0,0,7,3,7.400000095367432,1.899999976158142,0.4000000059604645,-1.100000023841858,1,0,9,8,17,55,Cars,0
356,Female,18-19,4,Other,1,2,1,5,9,3.5999999046325684,10.0,-1.399999976158142,1.0,0,1,5,8,13,61,Beauty,1
357,Female,18-19,1,Computer Science,1,1,2,5,9,3.5999999046325684,10.0,-1.399999976158142,1.0,0,1,9,7,16,73,Beauty,0
358,Male,20-21,1,Economics,0,0,0,5,7,6.300000190734863,5.599999904632568,1.2999999523162842,-1.399999976158142,1,0,7,7,14,57,Cars,1
359,Male,20-21,1,Computer Science,1,2,2,7,5,8.300000190734863,4.599999904632568,1.2999999523162842,-0.4000000059604645,1,0,6,8,14,66,Cars,0
360,Female,20-21,1,Economics,1,2,1,6,9,4.900000095367432,10.0,-1.100000023841858,1.0,0,1,3,8,11,68,Beauty,1
361,Male,20-21,1,Psychology,0,0,0,9,5,10.0,4.300000190734863,1.0,-0.699999988079071,1,0,6,8,14,63,Cars,1
362,Male,22-23,1,Computer Science,0,0,0,5,6,4.5,5.099999904632568,-0.5,-0.8999999761581421,0,0,5,7,12,73,Beauty,1
363,Male,18-19,1,Psychology,1,1,1,8,7,9.300000190734863,5.099999904632568,1.2999999523162842,-1.899999976158142,1,0,8,7,15,88,Cars,0
364,Male,18-19,1,Political Science,0,0,0,4,3,4.599999904632568,1.5,0.6000000238418579,-1.5,1,0,6,7,13,59,Cars,1
365,Male,20-21,1,Psychology,1,1,1,9,4,10.0,3.299999952316284,1.0,-0.699999988079071,1,0,8,5,13,72,Cars,0
366,Female,18-19,2,Economics,1,1,2,5,8,4.300000190734863,9.399999618530273,-0.699999988079071,1.399999976158142,0,1,6,7,13,67,Beauty,0
367,Male,18-19,3,Psychology,1,1,1,8,7,9.300000190734863,5.099999904632568,1.2999999523162842,-1.899999976158142,1,0,6,5,11,60,Cars,0
368,Female,18-19,1,Psychology,0,0,0,5,6,4.599999904632568,6.300000190734863,-0.4000000059604645,0.30000001192092896,0,1,8,7,15,62,Beauty,0
369,Female,18-19,2,Political Science,1,2,1,6,8,5.400000095367432,10.0,-0.6000000238418579,2.0,0,1,4,9,13,71,Beauty,1
370,Female,22-23,2,Other,1,2,1,5,8,4.099999904632568,10.0,-0.8999999761581421,2.0,0,1,6,8,14,66,Beauty,1
371,Male,20-21,2,Computer Science,1,1,1,6,5,8.0,3.299999952316284,2.0,-1.7000000476837158,1,0,8,7,15,56,Cars,0
372,Female,20-21,2,Other,0,0,0,4,8,4.300000190734863,8.0,0.30000001192092896,0.0,1,0,7,8,15,60,Beauty,0
373,Male,20-21,2,Psychology,0,0,0,6,6,6.099999904632568,4.699999809265137,0.10000000149011612,-1.2999999523162842,1,0,5,7,12,51,Cars,0
374,Male,20-21,1,Economics,0,0,0,5,7,5.5,6.5,0.5,-0.5,1,0,5,5,10,64,Beauty,0
